"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"DEU","Germany","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",0.78,,
"DEU","Germany","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",0.91,,
"DEU","Germany","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.04,,
"DEU","Germany","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",1.71,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",42.82,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",43.57,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",47.58,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",47.26,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",44.71,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",44.3,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",44.69,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",43.96,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",43.71,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",43.89,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",43.93,,
"DEU","Germany","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",43.87,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",17.11,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",18.67,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",10.33,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",10.99,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",13.43,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",13.83,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",10.77,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",8.75,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",6.06,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",4.01,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",4.95,,
"NOR","Norway","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",7.21,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",49.93,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",50.03,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",49.98,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",50,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",51.14,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",52.13,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",53.14,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",53.31,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",53.17,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",53.18,,
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",53.69,"P","Provisional value"
"FRA","France","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",53.59,"P","Provisional value"
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",57.25,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",57.83,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",56.81,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",55.86,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",58.49,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",57.91,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",57.23,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",56.45,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",57.65,,
"BRA","Brazil","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",59.43,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",3.35,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",1.9,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-0.72,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-0.03,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-0.2,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-0.96,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.37,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-1.55,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",0.04,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",1,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.41,,
"SWE","Sweden","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.9,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.63,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",39.22,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",36.32,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",37.45,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",37.44,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",36.64,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",36.93,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",37.16,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",37.31,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",37.22,,
"ISR","Israel","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",38.56,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-1.35,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-1.5,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-5.33,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-4.44,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-2.55,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.19,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.95,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.73,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-1.02,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-1.55,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.76,,
"AUT","Austria","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.11,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.36,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",40.7,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",37.79,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",38.47,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",39.05,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",39.15,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",38.48,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",38.71,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",38.97,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",38.87,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",39.7,,
"POL","Poland","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",41.17,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",40.36,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",40.67,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",38.94,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",41.28,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",43.81,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",46.87,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",49.14,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",46.63,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",47.86,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",49.39,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",48.07,,
"GRC","Greece","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",47.82,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-1.46,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-2.63,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-5.25,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-4.21,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-3.68,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.92,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.92,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-3.04,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.61,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.52,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-2.39,,
"ITA","Italy","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-2.13,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",35.39,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",33.24,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",32.81,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",32.46,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",32.58,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",33.45,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",33.76,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",34.4,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",34.99,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",34.89,,
"AUS","Australia","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",35.87,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",45.46,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",41.65,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",37.91,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",38.33,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",38.82,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",40.22,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",40.62,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",43.74,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",40.58,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",56.94,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",43.81,,
"ISL","Iceland","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",42.76,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",49.87,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",48.65,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",50.44,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",49.31,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",49.52,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",48.53,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",49.36,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",49.46,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",50.09,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",46.79,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",46.93,,
"HUN","Hungary","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",46.47,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",1.92,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-4.42,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-10.95,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-9.38,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-9.64,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-10.47,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-6.99,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-5.97,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-5.27,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-4.47,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-3.08,,
"ESP","Spain","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-2.48,,
"COL","Colombia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",45.14,,
"COL","Colombia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",45.01,,
"COL","Colombia","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",43.38,,
"COL","Colombia","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",43.68,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",38.31,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",41.17,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",41.76,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",47.37,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",43.47,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",42.13,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",40.22,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",39.84,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",38.97,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",39.02,,
"NZL","New Zealand","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",38.81,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",34.39,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",34.51,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",36.28,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",34.66,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",36.54,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",36.29,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",38.72,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",39.33,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",42.53,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",39.23,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",39.41,,
"SVK","Slovak Republic","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",39.93,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",34.67,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",36.99,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",38.37,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",36.93,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",37.2,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",36.33,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",36.6,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",36.73,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",37.42,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",36.74,,
"AUS","Australia","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",36.71,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",35.26,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",38.09,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",44.89,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",42.3,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",42.47,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",36.1,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",35.49,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",34.64,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",34.9,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",34.11,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",33.09,,
"LTU","Lithuania","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",34.01,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",52.63,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",51.91,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",51.99,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",50.73,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",50.05,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",50.34,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",50.58,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",49.52,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",49.79,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",50.8,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",50.86,,
"SWE","Sweden","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",50.78,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",35.94,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",41.84,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",47.05,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",65.08,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",46.57,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",42.05,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",40.35,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",37.45,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",28.96,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",27.58,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",26.3,,
"IRL","Ireland","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",25.74,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.96,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",43.02,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",44.47,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",43.47,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",42.88,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",44.41,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",44.3,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",43.28,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",43.34,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",43.72,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",44.41,,
"LUX","Luxembourg","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",45.52,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-0.82,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-3.08,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-9.11,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-6.9,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-8.94,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-3.15,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.61,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-0.62,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-0.26,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",0.24,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",0.49,,
"LTU","Lithuania","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.66,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",1.82,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",0.18,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-3.88,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-4.74,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-3.31,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.52,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.87,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",0.17,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-0.06,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-0.42,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.34,,
"CAN","Canada","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-0.43,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.17,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",40.9,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",40.49,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",40.46,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",40.77,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",41.35,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",41.81,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",41.87,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",41.77,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",42.01,,
"OAVG","OECD - Average","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",41.73,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",2.72,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-2.67,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-2.18,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",0.19,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",1.16,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-0.26,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-0.17,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",0.69,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",0.07,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-0.33,,
